Ticker,Nama,Type,Region
SNLK.JK,Sunter Lakeside Hotel Tbk.,Stock,Indonesia
SPTO.JK,Surya Pertiwi Tbk.,Stock,Indonesia
SOCI.JK,Soechi Lines Tbk.,Stock,Indonesia
SOFA.JK,Boston Furniture Industries Tb,Stock,Indonesia
SOHO.JK,Soho Global Health Tbk.,Stock,Indonesia
SOLA.JK,Xolare RCR Energy Tbk.,Stock,Indonesia
SONA.JK,Sona Topas Tourism Industry Tb,Stock,Indonesia
SOSS.JK,Shield On Service Tbk.,Stock,Indonesia
SOTS.JK,Satria Mega Kencana Tbk.,Stock,Indonesia
SOUL.JK,Mitra Tirta Buwana Tbk.,Stock,Indonesia
PTSP.JK,Pioneerindo Gourmet Internatio,Stock,Indonesia
SPMA.JK,Suparma Tbk.,Stock,Indonesia
SPRE.JK,Soraya Berjaya Indonesia Tbk.,Stock,Indonesia
SQMI.JK,Wilton Makmur Indonesia Tbk.,Stock,Indonesia
SRAJ.JK,Sejahteraraya Anugrahjaya Tbk.,Stock,Indonesia
SRIL.JK,Sri Rejeki Isman Tbk.,Stock,Indonesia
SRSN.JK,Indo Acidatama Tbk,Stock,Indonesia
SRTG.JK,Saratoga Investama Sedaya Tbk.,Stock,Indonesia
SSIA.JK,Surya Semesta Internusa Tbk.,Stock,Indonesia
SSMS.JK,Sawit Sumbermas Sarana Tbk.,Stock,Indonesia
SSTM.JK,Sunson Textile Manufacture Tbk,Stock,Indonesia
STAA.JK,Sumber Tani Agung Resources Tb,Stock,Indonesia
STAR.JK,Buana Artha Anugerah Tbk.,Stock,Indonesia
STRK.JK,Lovina Beach Brewery Tbk.,Stock,Indonesia
STTP.JK,Siantar Top Tbk.,Stock,Indonesia
SUGI.JK,Sugih Energy Tbk.,Stock,Indonesia
SULI.JK,SLJ Global Tbk.,Stock,Indonesia
SUNI.JK,Sunindo Pratama Tbk.,Stock,Indonesia
SUPR.JK,Solusi Tunas Pratama Tbk.,Stock,Indonesia
SURE.JK,Super Energy Tbk.,Stock,Indonesia
SURI.JK,Maja Agung Latexindo Tbk.,Stock,Indonesia
SWAT.JK,Sriwahana Adityakarta Tbk.,Stock,Indonesia
SWID.JK,Saraswanti Indoland Developmen,Stock,Indonesia
TALF.JK,Tunas Alfin Tbk.,Stock,Indonesia
TAMA.JK,Lancartama Sejati Tbk.,Stock,Indonesia
TAMU.JK,Pelayaran Tamarin Samudra Tbk.,Stock,Indonesia
TAPG.JK,Triputra Agro Persada Tbk.,Stock,Indonesia
TARA.JK,Agung Semesta Sejahtera Tbk.,Stock,Indonesia
TAXI.JK,Express Transindo Utama Tbk.,Stock,Indonesia
TAYS.JK,Jaya Swarasa Agung Tbk.,Stock,Indonesia
TBIG.JK,Tower Bersama Infrastructure T,Stock,Indonesia
TBLA.JK,Tunas Baru Lampung Tbk.,Stock,Indonesia
TBMS.JK,Tembaga Mulia Semanan Tbk.,Stock,Indonesia
TCID.JK,Mandom Indonesia Tbk.,Stock,Indonesia
TCPI.JK,Transcoal Pacific Tbk.,Stock,Indonesia
TDPM.JK,Tianrong Chemicals Industry Tb,Stock,Indonesia
TEBE.JK,Dana Brata Luhur Tbk.,Stock,Indonesia
TECH.JK,Indosterling Technomedia Tbk.,Stock,Indonesia
TELE.JK,Omni Inovasi Indonesia Tbk.,Stock,Indonesia
TFAS.JK,Telefast Indonesia Tbk.,Stock,Indonesia
TFCO.JK,Tifico Fiber Indonesia Tbk.,Stock,Indonesia
TGKA.JK,Tigaraksa Satria Tbk.,Stock,Indonesia
TGRA.JK,Terregra Asia Energy Tbk.,Stock,Indonesia
TGUK.JK,Platinum Wahab Nusantara Tbk.,Stock,Indonesia
TIFA.JK,KDB Tifa Finance Tbk.,Stock,Indonesia
TINS.JK,Timah Tbk.,Stock,Indonesia
TIRA.JK,Tira Austenite Tbk,Stock,Indonesia
TIRT.JK,Tirta Mahakam Resources Tbk,Stock,Indonesia
TKIM.JK,Pabrik Kertas Tjiwi Kimia Tbk.,Stock,Indonesia
TLDN.JK,Teladan Prima Agro Tbk.,Stock,Indonesia
TLKM.JK,Telkom Indonesia (Persero) Tbk.,Stock,Indonesia
TMAS.JK,Temas Tbk.,Stock,Indonesia
TMPO.JK,Tempo Intimedia Tbk.,Stock,Indonesia
TNCA.JK,Trimuda Nuansa Citra Tbk.,Stock,Indonesia
TOBA.JK,TBS Energi Utama Tbk.,Stock,Indonesia
TOOL.JK,Rohartindo Nusantara Luas Tbk.,Stock,Indonesia
TOPS.JK,Totalindo Eka Persada Tbk.,Stock,Indonesia
TOSK.JK,Topindo Solusi Komunika Tbk.,Stock,Indonesia
TOTL.JK,Total Bangun Persada Tbk.,Stock,Indonesia
TOTO.JK,Surya Toto Indonesia Tbk.,Stock,Indonesia
TOWR.JK,Sarana Menara Nusantara Tbk.,Stock,Indonesia
TOYS.JK,Sunindo Adipersada Tbk.,Stock,Indonesia
TPIA.JK,Chandra Asri Pacific Tbk.,Stock,Indonesia
TPMA.JK,Trans Power Marine Tbk.,Stock,Indonesia
TRAM.JK,Trada Alam Minera Tbk.,Stock,Indonesia
TRGU.JK,Cerestar Indonesia Tbk.,Stock,Indonesia
TRIL.JK,Triwira Insanlestari Tbk.,Stock,Indonesia
TRIM.JK,Trimegah Sekuritas Indonesia T,Stock,Indonesia
TRIN.JK,Perintis Triniti Properti Tbk.,Stock,Indonesia
TRIO.JK,Trikomsel Oke Tbk.,Stock,Indonesia
TRIS.JK,Trisula International Tbk.,Stock,Indonesia
TRJA.JK,Transkon Jaya Tbk.,Stock,Indonesia
TRON.JK,Teknologi Karya Digital Nusa T,Stock,Indonesia
TRST.JK,Trias Sentosa Tbk.,Stock,Indonesia
TRUE.JK,Triniti Dinamik Tbk.,Stock,Indonesia
TRUK.JK,Guna Timur Raya Tbk.,Stock,Indonesia
TRUS.JK,Trust Finance Indonesia Tbk,Stock,Indonesia
TSPC.JK,Tempo Scan Pacific Tbk.,Stock,Indonesia
TUGU.JK,Asuransi Tugu Pratama Indonesi,Stock,Indonesia
TYRE.JK,King Tire Indonesia Tbk.,Stock,Indonesia
UANG.JK,Pakuan Tbk.,Stock,Indonesia
UCID.JK,Uni-Charm Indonesia Tbk.,Stock,Indonesia
UDNG.JK,Agro Bahari Nusantara Tbk.,Stock,Indonesia
UFOE.JK,Damai Sejahtera Abadi Tbk.,Stock,Indonesia
ULTJ.JK,Ultrajaya Milk Industry & Trad,Stock,Indonesia
UNIC.JK,Unggul Indah Cahaya Tbk.,Stock,Indonesia
UNIQ.JK,Ulima Nitra Tbk.,Stock,Indonesia
UNIT.JK,Nusantara Inti Corpora Tbk,Stock,Indonesia
UNSP.JK,Bakrie Sumatera Plantations Tbk.,Stock,Indonesia
UNTD.JK,Terang Dunia Internusa Tbk.,Stock,Indonesia
UNTR.JK,United Tractors Tbk.,Stock,Indonesia
UNVR.JK,Unilever Indonesia Tbk.,Stock,Indonesia
URBN.JK,Urban Jakarta Propertindo Tbk.,Stock,Indonesia
UVCR.JK,Trimegah Karya Pratama Tbk.,Stock,Indonesia
VAST.JK,Vastland Indonesia Tbk.,Stock,Indonesia
VERN.JK,Verona Indah Pictures Tbk.,Stock,Indonesia
VICI.JK,Victoria Care Indonesia Tbk.,Stock,Indonesia
VICO.JK,Victoria Investama Tbk.,Stock,Indonesia
VINS.JK,Victoria Insurance Tbk.,Stock,Indonesia
VISI.JK,Satu Visi Putra Tbk.,Stock,Indonesia
VIVA.JK,Visi Media Asia Tbk.,Stock,Indonesia
VKTR.JK,VKTR Teknologi Mobilitas Tbk.,Stock,Indonesia
VOKS.JK,Voksel Electric Tbk.,Stock,Indonesia
VRNA.JK,Mizuho Leasing Indonesia Tbk.,Stock,Indonesia
VTNY.JK,Venteny Fortuna International,Stock,Indonesia
WAPO.JK,Wahana Pronatural Tbk.,Stock,Indonesia
WEGE.JK,Wijaya Karya Bangunan Gedung T,Stock,Indonesia
WEHA.JK,WEHA Transportasi Indonesia Tbk.,Stock,Indonesia
WGSH.JK,Wira Global Solusi Tbk.,Stock,Indonesia
WICO.JK,Wicaksana Overseas International Tbk.,Stock,Indonesia
WIDI.JK,Widiant Jaya Krenindo Tbk.,Stock,Indonesia
WIFI.JK,Solusi Sinergi Digital Tbk.,Stock,Indonesia
WIIM.JK,Wismilak Inti Makmur Tbk.,Stock,Indonesia
WIKA.JK,Wijaya Karya (Persero) Tbk.,Stock,Indonesia
WINE.JK,Hatten Bali Tbk.,Stock,Indonesia
WINR.JK,Winner Nusantara Jaya Tbk.,Stock,Indonesia
WINS.JK,Wintermar Offshore Marine Tbk.,Stock,Indonesia
WIRG.JK,WIR ASIA Tbk.,Stock,Indonesia
WMPP.JK,Widodo Makmur Perkasa Tbk.,Stock,Indonesia
WMUU.JK,Widodo Makmur Unggas Tbk.,Stock,Indonesia
WOMF.JK,Wahana Ottomitra Multiartha Tb,Stock,Indonesia
WOOD.JK,Integra Indocabinet Tbk.,Stock,Indonesia
WOWS.JK,Ginting Jaya Energi Tbk.,Stock,Indonesia
WSBP.JK,Waskita Beton Precast Tbk.,Stock,Indonesia
WSKT.JK,Waskita Karya (Persero) Tbk.,Stock,Indonesia
WTON.JK,Wijaya Karya Beton Tbk.,Stock,Indonesia
YELO.JK,Yelooo Integra Datanet Tbk.,Stock,Indonesia
YPAS.JK,Yanaprima Hastapersada Tbk,Stock,Indonesia
YULE.JK,Yulie Sekuritas Indonesia Tbk.,Stock,Indonesia
ZATA.JK,Bersama Zatta Jaya Tbk.,Stock,Indonesia
ZBRA.JK,Dosni Roha Indonesia Tbk.,Stock,Indonesia
ZINC.JK,Kapuas Prima Coal Tbk.,Stock,Indonesia
ZONE.JK,Mega Perintis Tbk.,Stock,Indonesia
ZYRX.JK,Zyrexindo Mandiri Buana Tbk.,Stock,Indonesia
